layer,position,p10,p50,p90,mean,std
7,12,1.5833672523498536,4.271077394485474,9.52462100982666,5.279930231538084,4.207574746816088
7,13,1.4515994071960452,4.04890251159668,9.09716739654541,5.036884146134058,4.228751673545539
7,14,1.5050957679748536,3.934206962585449,8.864906883239746,4.99224387731817,4.232877732034016
7,15,1.3710397720336918,3.74235463142395,8.715538787841796,4.777800678859155,4.195613314970156
7,16,1.3551311492919922,3.8144359588623047,8.582812023162841,4.777897405922413,4.110214050202964
7,17,1.3020687103271484,3.5613794326782227,8.235643577575683,4.576082860297627,4.052195689373754
7,18,1.2707530021667481,3.490866184234619,8.509157943725585,4.558332402937942,4.114362472733663
7,19,1.047480583190918,3.32653546333313,8.005229187011716,4.337679637637403,4.0949539971146764
7,20,1.1214957237243652,3.400108814239502,7.892781734466552,4.387682608217001,4.115438137769506
7,21,0.9412510871887209,3.069655418395996,7.613812828063964,4.155192451477051,4.1888491334777616
7,22,0.9230127811431885,3.0895118713378906,7.426440048217772,4.103530527121491,4.1263568134681865
7,23,0.9245145320892334,3.112687110900879,7.7846141815185526,4.157521962241994,4.158046462672634
7,24,0.8523880004882813,2.870908737182617,7.284436225891113,3.908724163307084,4.085732634710932
7,25,0.807310199737549,2.8327999114990234,7.058573532104492,3.843077034884029,4.016819098343519
7,26,0.7767246723175049,2.9140748977661133,7.3855905532836905,3.941729568640391,4.098510248299639
7,27,0.7625760555267335,2.8708653450012207,7.408035087585449,3.9307605219549604,4.146537262496533
7,28,0.6883268356323244,2.9094858169555664,7.225920677185059,3.9220573106076984,4.111767545390412
7,29,0.8729784965515137,2.880643606185913,7.001334190368652,3.9121876101030244,4.088612804790168
7,30,0.6760441780090334,2.691256523132324,7.007408905029297,3.760395583907763,4.144634969896469
7,31,0.4849275588989258,2.581080675125122,6.834547996520996,3.6450382927722402,4.170758545994386
7,32,0.5069414138793946,2.685105323791504,6.817175865173339,3.6725133855806456,4.043731285005301
7,33,0.6204234600067139,2.609654426574707,6.80235013961792,3.64913664424585,4.091990579059484
7,34,0.650110912322998,2.679152250289917,7.303363704681396,3.760063561134868,4.109797109417954
7,35,0.5510396957397461,2.4932899475097656,6.721659135818482,3.572077008850045,4.10855890996027
7,36,0.3276629447937012,2.4380860328674316,6.7273303985595705,3.4953218233419787,4.140772821769671
7,37,0.38291292190551773,2.437086582183838,6.939100170135494,3.5098892052637205,4.168181495323716
7,38,0.39758462905883807,2.457914352416992,6.890083312988281,3.5275297134121257,4.098876967721778
7,39,0.35457277297973633,2.5187783241271973,7.062783479690552,3.602619425919321,4.167305485526861
8,0,13.578012824058533,26.30349373817444,40.225084114074704,25.975747979150878,9.637269033293917
8,1,3.1074294567108156,8.059161186218262,15.869230365753172,8.785729419522815,5.112770305186764
8,2,2.746643304824829,6.9460132122039795,12.129707479476929,7.389335892332925,3.8854654845210472
8,3,2.6771663665771483,6.630690097808838,11.84183712005615,7.136257640454504,3.9150981300083085
8,4,2.3283368587493896,5.6727378368377686,10.871996307373047,6.3212057832876845,3.734139113938896
8,5,2.2073709964752197,5.6549177169799805,11.028591442108153,6.294732426338726,3.8532048167155635
8,6,2.2813858032226566,5.350127220153809,10.413586616516113,6.0073016024960415,3.658519384874977
8,7,2.258356714248657,5.418124675750732,10.770147323608397,6.111229416794247,3.737740143115274
8,8,2.0090454101562503,5.028588771820068,10.800477409362793,5.888144908613628,3.8448958461432543
8,9,2.0473552703857423,5.0425801277160645,10.755232143402099,5.870202672349082,3.855016649651317
8,10,2.0759291648864746,4.960827827453613,10.84420518875122,5.850790056917402,3.8130069982108745
